ID,X,Y,Z,R,G,B,PART
D3BD80BFF7F91632,-1.08,-7.38,30.00,0.15,0.19,0.52,BODY
C78D977C43C48929,1.72,-7.37,30.20,0.14,0.18,0.46,BODY
F437049BDF994976,3.58,-7.64,30.40,0.13,0.21,0.52,BODY
229B54BD07382B9C,6.04,-7.61,30.60,0.12,0.13,0.38,BODY
40A39243ABF78AA3,-5.91,-7.56,30.00,0.55,0.14,0.42,BODY
DAFA361AF3C3E6F7,-3.02,-7.56,30.20,0.22,0.05,0.16,BODY
8733078D75994A62,-0.96,-7.62,30.40,0.14,0.20,0.52,BODY
97541B455702B300,1.31,-7.25,30.60,0.15,0.18,0.47,BODY
736F7C6F6016ABFC,3.88,-7.29,30.00,0.15,0.20,0.52,BODY
4D9EE48DA47FD113,6.27,-7.58,30.20,0.13,0.14,0.39,BODY
E7617A75C65BF665,-5.81,-7.50,30.40,0.53,0.13,0.42,BODY
7DD1F62F24D372DF,-3.20,-7.07,30.60,0.21,0.03,0.15,BODY
5FBD0C633458BA2A,-1.02,-7.43,30.00,0.14,0.20,0.52,BODY
29EEFB77276F5882,0.95,-7.42,30.20,0.15,0.18,0.47,BODY
DD1B5D5DEC8DE664,3.52,-7.32,30.40,0.15,0.21,0.51,BODY
A0C7697EF85FBF60,6.04,-7.07,30.60,0.11,0.13,0.40,BODY
59DC2BD56FE63399,-6.11,-7.00,30.00,0.52,0.13,0.42,BODY
F0F2B6C98AB3FB75,-3.50,-7.39,30.20,0.27,0.04,0.18,BODY
ED5F1F37012F00AC,-1.17,-7.33,30.40,0.15,0.19,0.52,BODY
03A4EE4484602042,0.99,-7.31,30.60,0.14,0.19,0.47,BODY
2840E63DC4624D30,3.29,-7.21,30.00,0.15,0.21,0.51,BODY
967F14F61A533185,5.70,-7.03,30.20,0.13,0.14,0.39,BODY
B643A4A63819F8A4,-5.63,-7.47,30.40,0.52,0.13,0.42,BODY
DAB704E88C2B46BE,-3.47,-6.99,30.60,0.27,0.02,0.18,BODY
90A0F36E961D8E39,-1.37,-7.39,30.00,0.15,0.19,0.52,BODY
A83604A65DFC15F4,1.02,-7.36,30.20,0.14,0.18,0.48,BODY
3C6E555A7A99E388,3.37,-7.09,30.40,0.15,0.20,0.51,BODY
390716D32DD730B4,5.53,-6.94,30.60,0.13,0.16,0.42,BODY
A8D66A6D8D0EC5FC,-6.22,-7.35,30.00,0.51,0.12,0.41,BODY
25FD08F86B78BA35,-3.33,-7.26,30.20,0.28,0.02,0.20,BODY
2DCB3CD92510F2B5,-1.23,-7.04,30.40,0.15,0.19,0.52,BODY
D979391D9417FBC9,1.19,-7.42,30.60,0.14,0.18,0.48,BODY
1CB359578CA10C78,3.11,-7.33,30.00,0.15,0.20,0.51,BODY
DECFCC227585C65E,5.80,-7.34,30.20,0.12,0.15,0.41,BODY
7E7A90FD138D7A11,-5.89,-6.92,30.40,0.51,0.12,0.41,BODY
B401E336DBD73DCB,-3.33,-6.88,30.60,0.28,0.02,0.20,BODY
663BA6B866B5734E,-1.33,-7.33,30.00,0.15,0.19,0.52,BODY
6860341FBE0D650F,0.87,-6.91,30.20,0.15,0.19,0.48,BODY
E124385B73106857,3.23,-7.21,30.40,0.16,0.20,0.52,BODY
BD3C313D4855A85B,5.86,-6.98,30.60,0.11,0.13,0.40,BODY
A3F30E87A2E715F5,-5.99,-6.90,30.00,0.52,0.13,0.42,BODY
947A16E3A69A7B37,-3.26,-7.04,30.20,0.29,0.03,0.22,BODY
AF1ADC0430DEB000,-1.02,-7.16,30.40,0.15,0.20,0.52,BODY
7276E691EF922267,1.09,-7.13,30.60,0.15,0.19,0.48,BODY
8DA79A5469576F00,3.48,-7.09,30.00,0.16,0.20,0.52,BODY
906563585CCE81AA,5.94,-7.13,30.20,0.13,0.16,0.42,BODY
997DFA013E63BF7C,-5.62,-7.19,30.40,0.55,0.14,0.42,BODY
EE27B9C1F13C21EB,-3.49,-6.77,30.60,0.29,0.03,0.19,BODY
2BD314EE2B7A12C4,-0.76,-7.01,30.00,0.15,0.20,0.53,BODY
7CB075805E933AAA,1.25,-6.89,30.20,0.16,0.24,0.52,BODY
